file,filename,fs_inferred,fs_target,rpm_mean,fr_hz,label_cls,label_size_in,label_load_hp,label_or_pos,DE_mean,DE_std,DE_rms,DE_kurtosis,DE_skewness,DE_peak,DE_crest_factor,DE_impulse_factor,DE_shape_factor,DE_clearance_factor,DE_dom_freq,DE_spec_centroid,DE_spec_entropy,DE_spec_bandwidth,DE_env_rms,DE_env_kurtosis,DE_FTF,DE_BPFO,DE_BPFI,DE_BSF,DE_rho_d_over_D,DE_FTF_peak,DE_FTF_bandE,DE_FTF_Eratio,DE_FTF_harmE_M5,DE_FTF_harmRatio_M5,DE_FTF_SB_Q3,DE_FTF_SBI_Q3,DE_BPFO_peak,DE_BPFO_bandE,DE_BPFO_Eratio,DE_BPFO_harmE_M5,DE_BPFO_harmRatio_M5,DE_BPFO_SB_Q3,DE_BPFO_SBI_Q3,DE_BPFI_peak,DE_BPFI_bandE,DE_BPFI_Eratio,DE_BPFI_harmE_M5,DE_BPFI_harmRatio_M5,DE_BPFI_SB_Q3,DE_BPFI_SBI_Q3,DE_BSF_peak,DE_BSF_bandE,DE_BSF_Eratio,DE_BSF_harmE_M5,DE_BSF_harmRatio_M5,DE_BSF_SB_Q3,DE_BSF_SBI_Q3,FE_mean,FE_std,FE_rms,FE_kurtosis,FE_skewness,FE_peak,FE_crest_factor,FE_impulse_factor,FE_shape_factor,FE_clearance_factor,FE_dom_freq,FE_spec_centroid,FE_spec_entropy,FE_spec_bandwidth,FE_env_rms,FE_env_kurtosis,FE_FTF,FE_BPFO,FE_BPFI,FE_BSF,FE_rho_d_over_D,FE_FTF_peak,FE_FTF_bandE,FE_FTF_Eratio,FE_FTF_harmE_M5,FE_FTF_harmRatio_M5,FE_FTF_SB_Q3,FE_FTF_SBI_Q3,FE_BPFO_peak,FE_BPFO_bandE,FE_BPFO_Eratio,FE_BPFO_harmE_M5,FE_BPFO_harmRatio_M5,FE_BPFO_SB_Q3,FE_BPFO_SBI_Q3,FE_BPFI_peak,FE_BPFI_bandE,FE_BPFI_Eratio,FE_BPFI_harmE_M5,FE_BPFI_harmRatio_M5,FE_BPFI_SB_Q3,FE_BPFI_SBI_Q3,FE_BSF_peak,FE_BSF_bandE,FE_BSF_Eratio,FE_BSF_harmE_M5,FE_BSF_harmRatio_M5,FE_BSF_SB_Q3,FE_BSF_SBI_Q3,BA_mean,BA_std,BA_rms,BA_kurtosis,BA_skewness,BA_peak,BA_crest_factor,BA_impulse_factor,BA_shape_factor,BA_clearance_factor,BA_dom_freq,BA_spec_centroid,BA_spec_entropy,BA_spec_bandwidth,BA_env_rms,BA_env_kurtosis
../../data/raw/源域数据集/12kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,OR007@6_0.mat,12000,32000,1796.0,29.933333333333334,OR,0.007,0,6.0,-1.1617662015578518e-05,0.6712064794168361,0.6712051685659438,7.6486861209789145,0.017931536770394864,3.6651567595377506,5.460560989664369,9.024881329022733,1.6527388570682364,5.751313311502977,3444.5,3265.20625569755,6.321412498524805,399.88424778323184,0.9492274524472704,5.136252844281774,11.922697896334851,107.30428106701366,162.09571893298633,70.54453624139776,0.2033832140533507,5630.914606965163,8765176.968654,0.004330740873118467,31467376.20756084,0.015547552867356006,1016893215.8906605,32.31579300362278,82744.89992455642,919081487.971416,0.4541042103221305,1554206114.8664546,0.7679096464308373,93238136.64771561,0.05999084404305481,482.9561547621205,157717.17682087008,7.792566270979496e-05,79811643.30611679,0.03943372131020758,11768726.956061661,0.14745626663672143,2221.80119136462,1533369.4949806686,0.0007576145888729904,4322594.928962355,0.0021357285316358624,102090832.3192637,23.61795032776082,-5.3709504829490145e-06,0.2527622243174477,0.25276173069781005,3.600327740774553,0.060222777308129825,1.1243561774922968,4.448284850652789,5.830524195279402,1.3107353487941988,2.5603878411258005,3336.875,3646.0061675066045,7.027055540829662,926.2065163401357,0.3574590675611923,3.107966907479342,11.423755199049317,102.81379679144386,166.58620320855616,59.6822391347923,0.23672014260249552,2861.5176368183847,1252861.5506639348,0.008494367393115985,2045918.6491886494,0.013871273049624952,5650255.815051952,2.761720666309326,722.7457882191944,206532.94577905379,0.0014002877806411143,370169.65959354,0.0025097402699491467,4912561.341022521,13.271107487352408,2384.8191440751107,784390.1434468016,0.0053181439357327075,1368194.5241768768,0.009276321830970892,63386629.465956524,46.32866770468237,2914.383695757305,1570405.795689701,0.0106473087770934,2200055.5827595447,0.014916317286081612,17613963.628473878,8.0061448294777,-4.2560024431133023e-07,0.07480973215343426,0.0748095860417441,4.103117675569633,0.10556527992370059,0.3891871913855507,5.202370604793615,6.9106424068973915,1.3283641116296767,1.6399797282391537,2691.0,2670.5810741619534,6.230648907865345,915.5337593243496,0.10579673117486789,4.041338379004168
../../data/raw/源域数据集/12kHz_DE_data/OR/Centered/0007/OR007@6_1.mat,OR007@6_1.mat,12000,32000,1773.0,29.55,OR,0.007,1,6.0,1.456848407366073e-05,0.5911964181112364,0.5911952636091061,7.592301496649537,0.0023863761267143273,3.1654502118102723,5.354322686011724,8.648617047901967,1.6152588394573277,5.232281210536328,2870.0,3253.192089730025,6.2826432052871715,435.4688455534048,0.8360763596775846,5.364078381285287,11.770013012361744,105.9301171112557,160.0198828887443,69.64112625612374,0.2033832140533507,6643.581866721686,6892006.545784457,0.004564055981651883,25115567.22224675,0.016632145377660557,699447267.9580184,27.84915274931419,55003.43305206666,600976956.0695014,0.3979816985028341,1085304751.8243353,0.7187154584913803,86276113.19258834,0.07949482672729767,740.4519649764508,234341.0356206042,0.0001551863885017507,74145856.86954401,0.04910120721912764,13361332.911267053,0.180203365034619,2965.0318119323124,1484917.7059943748,0.0009833489700397584,4256703.492411126,0.002818893584560019,94646572.72157092,22.234711177395216,-1.125943149909599e-06,0.2523096987755583,0.2523092059852089,3.462779712467303,0.05797037624346839,1.102195960100803,4.368433390262615,5.7104552542759555,1.307208956643844,2.5087926800760796,3295.125,3635.0874534559734,6.74447574726627,1009.5114958399489,0.35681910101405867,2.8541002734167495,11.277459893048128,101.49713903743317,164.45286096256686,58.9179342906385,0.23672014260249552,1625.9705181702316,963669.9869210311,0.006654645473012736,1641503.1144957556,0.011335437876110417,7135382.347308785,4.346858854118388,827.715452642345,283835.4858281879,0.0019600325386098204,414378.98727135116,0.002861503719304759,4683873.476797214,11.303356638907067,1801.2316747977632,486798.45978195453,0.0033615980684506028,807332.7288175299,0.0055750549067176145,62287881.52442346,77.15267733002004,2434.9580266147836,863950.1831612438,0.005966028052457781,1241084.0506198462,0.008570334731990007,11694720.75311528,9.422988513368193,5.03691317065293e-07,0.06611885308187002,0.06611872394527754,4.148603098863854,0.11290177440365948,0.3207759638911031,4.851514741145615,6.481460353138107,1.3359663319315354,1.441907310551952,2657.375,2601.628410983204,6.098693284216997,909.6474086284645,0.09350599612876742,3.925699154699232
../../data/raw/源域数据集/12kHz_DE_data/OR/Centered/0007/OR007@6_2.mat,OR007@6_2.mat,12000,32000,1750.0,29.166666666666668,OR,0.007,2,6.0,6.433122789281519e-07,0.5702556957639227,0.570254581982542,7.8768180740225135,-0.009708437236924177,3.2244149875287347,5.654342971367469,9.238665416230592,1.6339060900616145,5.457956690268055,3462.375,3256.934840034766,5.604246380691682,446.21730294518466,0.8064617638445736,5.594670943721591,11.617328128388635,104.55595315549773,157.94404684450228,68.73771627084972,0.2033832140533507,7512.654314345736,7396880.761552568,0.005161546851938541,25871496.43136758,0.01805314229943539,659864795.6062689,25.50547461979137,54800.611183359855,580808111.5532547,0.4052881716507261,1045432902.900473,0.7295035681697677,75639996.38102166,0.07235279870297207,1248.65645740343,590508.424846712,0.00041205705479981086,104103651.75331405,0.07264357684060331,12142441.2171732,0.11663799504311487,2467.5112417940936,1774761.8479481477,0.0012384296468359783,3825122.284115984,0.0026691721173175637,124877266.13756819,32.646607575430316,8.495441512331728e-07,0.2213498592391734,0.2213494269164377,3.7062794517624926,0.0334005601938426,1.0527892432394699,4.756232071168431,6.283088553567779,1.3210222839265013,2.5719191362724367,3357.5,3604.1653327628933,6.629591957456019,1063.6826549994048,0.31303536156635164,3.142635780544263,11.131164587046941,100.18048128342247,162.31951871657756,58.1536294464847,0.23672014260249552,1676.3953833918242,403855.48789447814,0.003452212768113233,1557785.9490871562,0.01331617052293522,5627009.610302181,3.6121840831852032,462.9835265480208,177062.5609733204,0.0015135553485573475,311922.67640492634,0.0026663583346687074,4451342.082715468,14.270658786400325,2239.1084345432923,697657.580788182,0.005963673839681112,952244.9621382535,0.008139922113734209,47690043.02218087,50.08169632643003,2946.1167016849977,1617315.2974090187,0.013825035655425113,2012955.1500629697,0.017207020033122317,9352074.158835595,4.645942637392116,-2.5167160637349e-06,0.06789920405189512,0.06789907148277441,4.288980611375928,0.11015823556483008,0.34760809743660687,5.119482341075511,6.885757495079338,1.345010498372254,1.5471086136081371,2832.875,2538.8854737538036,5.649504583936405,923.659996910105,0.09602378773014067,4.087090747006307
../../data/raw/源域数据集/12kHz_DE_data/OR/Centered/0014/OR014@6_0.mat,OR014@6_0.mat,12000,32000,1796.0,29.933333333333334,OR,0.014,0,6.0,-1.9050421454679229e-06,0.09632584578907233,0.09632565767130913,2.994940072650009,-0.003181390679511647,0.4701605837639247,4.88094859796719,6.113758135693092,1.2525758083532925,1.6954197397947082,3416.5,3260.2226468704894,6.587608234624527,980.0137549861079,0.13622505146916394,3.2764082244713046,11.922697896334851,107.30428106701366,162.09571893298633,70.54453624139776,0.2033832140533507,484.44162995112873,122352.45236285549,0.007538046334025801,456339.2074029574,0.02811472939859447,2309188.0257609556,5.060244634474049,460.57108418157185,114119.53712459386,0.007030822364815325,463113.6797154725,0.028532099751163036,1796906.4477220427,3.8800547822859066,1263.315677842532,304604.5156209446,0.018766464488138346,580371.1662898158,0.03575624891809175,1294268.8437780123,2.230070890757696,539.4254939547528,108495.34316475558,0.006684319831829075,275895.1053732086,0.01699769843162987,2359888.5882140608,8.553571782369225,4.069162704299107e-06,0.14288011436763653,0.14287983536258475,2.3875697428402267,0.0008754393360472374,0.5416298466422007,3.7908067661466793,4.558104474081015,1.2024101346327352,1.5712432743792675,4141.75,3831.5246960072727,3.71192557524531,937.568009004436,0.2020626009182648,2.836008785542655,11.423755199049317,102.81379679144386,166.58620320855616,59.6822391347923,0.23672014260249552,159.38900044130813,27011.371969787317,0.001100764227582327,157257.01376269755,0.006408519177775113,737353.9041365157,4.688845899421633,111.46390592429523,15186.12289494202,0.0006188630794881008,158139.29029824838,0.006444473606534077,1472223.060485992,9.309660222386233,222.88471449606791,27893.531125877467,0.001136713872907429,127170.54988051693,0.0051824391692144485,2770720.7102304306,21.787439881589414,528.9262986611523,77102.73650513752,0.003142081575437638,1865914.0629114066,0.07603950863706714,4357634.120101703,2.335388433324972,1.8176151522280442e-07,0.035296807536565646,0.03529673859788909,2.8496112089125587,0.04142368701847779,0.1579947382961682,4.4761851821953,5.5743894311406,1.2453437925570292,0.938469072135356,4141.75,2365.5116012163267,5.137778991047466,1523.354592672171,0.04991712643230493,2.9317562958551617
../../data/raw/源域数据集/12kHz_DE_data/OR/Centered/0014/OR014@6_1.mat,OR014@6_1.mat,12000,32000,1772.0,29.533333333333335,OR,0.014,1,6.0,3.3336109248551675e-07,0.09079021369400489,0.0907900363698076,2.95524137086302,0.0008066371504786814,0.41976684999620445,4.623490272454337,5.781557374177212,1.2504746486780096,1.5578530505301549,3371.375,3351.605705356168,6.476076307282821,864.1293769443737,0.12839650076144465,3.1947221528405914,11.763374539145522,105.8703708523097,159.9296291476903,69.60184756111182,0.2033832140533507,783.7521186218671,228647.4153671972,0.01604133537248197,604675.508941733,0.04242253346657396,2674072.7407029048,4.42232685326202,487.8793913501528,96630.54461319867,0.006779359263154316,416442.512205483,0.029216573434336986,1672115.9052458487,4.015238253151219,1469.9238348836757,343890.6337520905,0.024126513648157634,619368.3126716794,0.04345334412242857,1359224.7153168595,2.194533829885111,314.8898979119009,63486.68400257024,0.004454068234869367,233518.14217123805,0.016383053480451302,2595954.341285767,11.116713747157865,-4.812814284426824e-07,0.09652560065471646,0.09652541212916843,2.7508595177953103,-0.0028833959564065477,0.43325803641679145,4.488538581244547,5.541059843618325,1.2344908578293956,1.5494220559704002,4142.625,3809.7530707033584,5.665600352714187,993.4445642351037,0.1365075469456253,3.011778639295093,11.271099227569817,101.43989304812835,164.36010695187167,58.88470364524051,0.23672014260249552,180.74079668217323,31234.31526204248,0.0021423421852515387,141096.11463592725,0.009677694421141202,591422.811903527,4.191630743550845,141.36573227234948,22364.243794997226,0.0015339495206253952,178287.38642271876,0.012228620535690146,835529.3983317013,4.686419017611622,137.04849636644545,15870.641560393604,0.0010885573970996082,176823.73905158482,0.012128229876211745,855834.6298621991,4.840043731981746,511.03955058677695,101689.37556808759,0.006974810788829673,904624.7107288758,0.06204764418096963,2307812.2614145568,2.5511267092793677,-1.8465891283325157e-06,0.026106827854226876,0.02610677692958556,2.895914741966106,0.020782414701274482,0.12897273871207113,4.940201506106727,6.159997792019787,1.246912253309765,0.8913314679310201,4260.375,2581.7584794384356,5.212805068842712,1506.8430226235778,0.03692055795678975,3.0627325874513596
../../data/raw/源域数据集/12kHz_DE_data/OR/Centered/0014/OR014@6_2.mat,OR014@6_2.mat,12000,32000,1749.0,29.15,OR,0.014,2,6.0,2.0315074104684e-06,0.09380822884958903,0.0938080456522103,3.031482625845774,1.999443305313273e-05,0.47458852241570854,5.059145184307196,6.352849193480411,1.255715928674748,1.7363724577065807,719.875,3259.623926485508,6.721828555540002,915.2039815387104,0.13266461040551558,3.267061254026285,11.610689655172413,104.49620689655171,157.85379310344825,68.6984375758378,0.2033832140533507,1042.823656758278,460413.4810131491,0.02934658103469843,962484.3965299975,0.061348391179262,2643331.3173609604,2.7463627741819465,539.6574483675716,116329.65768717874,0.007414808355618115,435268.23399997596,0.027743832506384774,1759113.0285779694,4.041445920397827,1106.7786045994712,211453.64757748792,0.013477975471222333,595034.7162244621,0.037927287619193874,1387365.952420018,2.3315714438023956,555.4085873061732,124538.09544255238,0.007938011071633876,307873.53856889857,0.01962374283257249,2949997.6463375515,9.58184863840572,1.1292408482973976e-06,0.08776553107796675,0.0877653596680112,2.863225578250889,0.016865465984375907,0.41043306690410775,4.6764813412942265,5.8103888413778595,1.2424702286321145,1.5442719035480559,4143.375,3728.542761587684,5.927336082450107,1071.4671587679795,0.12411896194333912,3.135115650293549,11.124803921568628,100.12323529411765,162.22676470588235,58.12039880108671,0.23672014260249552,200.06466481723734,33305.918415469685,0.0026241924869847503,168392.6087231001,0.013267750589026666,822125.3899724237,4.882194035750718,288.72411059651574,25430.827687167388,0.0020037095546199283,104764.69184354228,0.008254470385942042,707430.0419820085,6.752561664940502,209.914622964308,26647.45210457575,0.002099568092907896,91413.87550695898,0.007202551880391919,794385.0436009167,8.689983213111267,734.2723743007382,107570.08157269533,0.008475508657833329,611231.4464518545,0.048159277566799344,1658983.5568347867,2.714165912871535,2.846330195054287e-07,0.0254696754292852,0.025469625685367234,2.9136471658236394,0.010819588595218694,0.11143196097801643,4.375092211805101,5.4656877811343225,1.2492737332877062,0.780418033855397,4259.25,2346.89689743097,5.3110086876281635,1488.9915577508814,0.03601949007155913,3.034151523483518
../../data/raw/源域数据集/12kHz_DE_data/OR/Centered/0021/OR021@6_0.mat,OR021@6_0.mat,12000,32000,1796.0,29.933333333333334,OR,0.021,0,6.0,3.360105237010848e-05,0.577323559552281,0.577322432943919,21.61857199321455,0.0021289123886119735,6.689306023232107,11.586776542026938,23.414258929017866,2.0207741854734453,12.514996735251573,2795.125,3046.5025907167715,7.659420921709352,662.8840988417251,0.8164572138393429,17.800972740352826,11.922697896334851,107.30428106701366,162.09571893298633,70.54453624139776,0.2033832140533507,8003.161709452525,19148005.937129762,0.010053453530806503,207441563.7356795,0.10891495063360636,1050123711.2363514,5.062262799823526,53912.10334223824,367106734.0094287,0.19274542233420466,470769713.5684491,0.24717254917359477,609875690.3276418,1.2954862489023882,1808.4631079691742,2259088.714124235,0.0011861101090102247,23091697.259027798,0.012124046028778637,81163559.7155934,3.514837337643605,3370.057330400768,3276131.8559438526,0.0017200976165700666,11276862.801268006,0.005920794912957001,89158961.4752604,7.906362172397371,2.2395043117269296e-06,0.19106704953744835,0.19106667637237745,11.417011714013876,0.17257630755500108,2.0144966476679445,10.543422253974148,15.629685392225614,1.4824110251538574,5.611234162536084,4145.25,2995.455228908242,7.767088198324968,1705.1145612567057,0.2702090850339258,16.685758740339885,11.423755199049317,102.81379679144386,166.58620320855616,59.6822391347923,0.23672014260249552,2733.3895577494422,2278616.0960574043,0.01733446761261919,8809735.483403524,0.0670196592910196,29127088.64882805,3.3062387291536686,248.39594978613377,69703.67043187571,0.0005302674810700502,289112.1403948488,0.0021994073695700174,4360152.871389827,15.081182220279787,2603.122232417436,1070520.608486791,0.008143936509780613,1194125.4731034348,0.009084254857468357,26283682.96741482,22.01082177663095,7046.7690563464075,8059963.040716905,0.06131579976546215,8775625.860919254,0.06676017189985473,48130906.708295695,5.484612433471947,-2.0510204993770125e-06,0.09350070977969409,0.09350052718343749,9.360235926410901,0.39953439516731,0.755146578117101,8.076388453163608,11.644346091823337,1.4417763780464998,2.9653310280166303,597.375,1452.9564602581227,6.13295637840836,997.6312241155546,0.1322297136159439,19.11742575074818
../../data/raw/源域数据集/12kHz_DE_data/OR/Centered/0021/OR021@6_1.mat,OR021@6_1.mat,12000,32000,1771.0,29.516666666666666,OR,0.021,1,6.0,7.567657566509755e-06,0.5630327934070066,0.563031693783366,22.668815775258945,0.01918240920529496,6.986910371026435,12.409444171898311,25.456429285908055,2.051375463174246,13.336483411566226,3393.375,3129.8740344204375,7.420626286335068,645.453716730474,0.7962470573582106,18.530490859782034,11.7567360659293,105.81062459336368,159.8393754066363,69.56256886609991,0.2033832140533507,10198.493111413001,16656710.885118276,0.009067899496213621,224552971.87181738,0.12224645036787918,1009363356.499624,4.494989970900067,43033.361017265895,349946230.0909631,0.19051043542929139,448388450.1572907,0.2441022978265154,609923044.1781381,1.3602559208743725,1676.6804631330133,2240438.3709599767,0.0012196927782108992,16201881.502436556,0.008820290760099485,44925196.46023822,2.7728382319968237,2852.547537779475,4220729.378161179,0.0022977615488347365,12186421.302842483,0.006634277580661004,80399841.72245479,6.597494024246603,5.810615942273839e-06,0.17888920888386314,0.1788888595849052,13.78705369597465,0.2662410677173993,1.8150283171166066,10.146122689350602,16.039186121484782,1.5808192560326415,5.39551452542598,636.25,3300.7714284435174,7.966233921194479,1677.0235903249472,0.25298705131457067,16.12513515536139,11.264738562091503,101.38264705882354,164.26735294117648,58.851472999842514,0.23672014260249552,4026.3815240470344,2546180.1771703563,0.019302585220294613,10751733.478311261,0.08150886319507789,26720014.973815277,2.4851820432226805,394.6655656014707,115499.86518289277,0.0008756041738974553,251714.97654998265,0.0019082505745843053,4148739.053621443,16.481891981495327,2024.592186587739,1052217.947021033,0.007976861486396696,1163818.8174407068,0.008822907391258315,27383862.68645252,23.529317687671472,6489.924695218961,5960147.656145886,0.045183863691119215,6466341.792644625,0.0490213201073572,60119101.26312745,9.297235313405814,2.51827938309221e-06,0.08191842336249024,0.08191826340412105,10.866928333159343,0.36683315629931645,0.6989865272539217,8.532731264054423,12.825005673726192,1.5030363990949935,2.994078519006707,589.25,1448.363978838562,5.854669194696398,982.5607422611254,0.11584991908478787,18.791854739936937
../../data/raw/源域数据集/12kHz_DE_data/OR/Centered/0021/OR021@6_2.mat,OR021@6_2.mat,12000,32000,1748.0,29.133333333333333,OR,0.021,2,6.0,-4.899265398796454e-06,0.5587750248832198,0.5587739335461617,24.000691580512708,0.03726297352870377,6.938736789930788,12.4177889721571,25.7113020755847,2.070521743700752,13.356794436872104,3527.875,3134.531344190976,7.6617576021118,634.4930232084149,0.7902256751059996,19.71828292617735,11.60405118195619,104.43646063760572,157.76353936239425,68.65915888082588,0.2033832140533507,9183.80381243447,14491004.003368305,0.007948854486722742,231295433.197573,0.12687414491802346,993716055.3546413,4.296306423420852,51070.840306192884,334026161.9281261,0.18322576926402076,436153295.8395208,0.23924629940941508,628185856.2016461,1.4402868491283445,2134.1035692822466,2414671.4528224235,0.0013245370719149202,20240473.117825426,0.011102652067352997,68858963.03683023,3.402043155611188,2500.3328003832567,3312863.4808198353,0.0018172287950023122,10544915.245734125,0.005784278083401366,75249118.12274978,7.136057177243914,2.760211767969342e-06,0.1882000631441236,0.18819969558575747,13.87363304609276,0.2102219645715652,2.0386544191499,10.832400194877616,17.214370474754475,1.5891556963343423,5.924031772478449,627.75,3488.7260452256432,8.28813968130594,1650.866980096534,0.2661545619174691,15.952612317322888,11.118443256090314,100.06598930481285,162.13401069518716,58.087168155688715,0.23672014260249552,4481.268177629363,3668349.344800901,0.024881349705262935,13426415.427483419,0.09106748189422612,36377785.636913486,2.7094190428853695,362.2601166109398,103308.65418922016,0.0007007126396249959,321120.8630623671,0.0021780696821677046,5737112.506996501,17.8658977566408,3068.6244541874403,1446642.06737534,0.009812153585569689,1588953.9226100743,0.010777413626115897,29817252.185475677,18.765334703033275,6263.890242023088,5477401.9003789965,0.037151628525444715,6049340.197650045,0.041030920121378024,68082542.84838386,11.254540267851281,-6.69656659614649e-07,0.08053899208737397,0.08053883478728543,10.909570419944421,0.31814219766968155,0.700238081936259,8.694415355983152,13.00302644816795,1.4955607612026875,3.0174847637597404,1255.375,1453.6754011242126,6.218534958470861,948.2811645074053,0.11389911245100659,18.73652263754351
../../data/raw/源域数据集/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat,OR007@12_0.mat,12000,32000,1797.0,29.95,OR,0.007,0,12.0,-2.6087122441417294e-06,0.2367932103064556,0.23679274783363494,8.096066373459701,-0.015314652866511614,1.8734223023374725,7.911654049666182,11.597738884857767,1.4659057147851573,4.661272646349435,3309.5,3300.78799772314,7.06241505272669,419.1376856773036,0.33487551544775784,9.269240643770353,11.929336369551073,107.36402732595965,162.18597267404033,70.58381493640968,0.2033832140533507,1461.8368815193921,1032425.0279093384,0.005275172050214223,34515073.360473804,0.17635464598428305,81682266.50024447,2.3665679527074652,15607.115835097808,38574487.20852274,0.19709620676845338,56239799.8561461,0.28735705963226227,50925767.50809703,0.9055111795980488,1160.7887420584427,455077.8225596437,0.002325218534366825,5677967.793902476,0.029011556479858112,7490516.622988325,1.3192249225211052,1266.7565480757967,638109.2524762227,0.003260416982007972,1875567.1811543826,0.009583203917828216,18838692.839633856,10.044264491789056,1.7162925297084002e-06,0.12643379253303633,0.1264335456034432,4.89517354638855,0.012403702941794839,1.1001013126015555,8.701023983328797,11.392530818640143,1.3093321935875797,3.5401889931879094,4139.5,4226.23686921719,7.230235147887062,1177.7852111054697,0.17880403492260238,8.772188733728061,11.430115864527629,102.87104278074867,166.67895721925134,59.71546978019029,0.23672014260249552,1703.8917233153666,506599.19521694304,0.013796730222152984,1286742.6664244737,0.0350431694357309,3247682.8563148435,2.523956763895393,584.0991345087716,122190.07344177434,0.003327726326883116,296740.34678624885,0.00808143113785403,2488434.629435889,8.385899175444399,955.6875982617983,198248.92252176272,0.005399114184723426,324495.8211954445,0.00883732415195082,6591611.361827421,20.313393674975185,2009.4218752401491,670093.0124733531,0.018249323339105547,1369860.975629838,0.03730681473847723,8084636.820364059,5.90179365949664,6.769327419748698e-07,0.036291488821028534,0.036291417945458516,2.935879401213182,0.006266459742362285,0.16472109427780782,4.538844266730616,5.665943455032572,1.2483229478498268,0.9660747414410045,4139.5,2605.145751965483,5.280598040023666,1486.4544058140532,0.05132381545174702,3.2203262783952096
